Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous
1,WEEKDAY,0,0.0000,0.0000,0.0000,0.0091,0.2632,1.9300,0.0839,0.4759,0.0213,0.0192
1,WEEKDAY,1,0.0000,0.0000,0.0030,0.0091,0.0352,1.9292,0.0839,0.4759,0.0156,0.0092
1,WEEKDAY,2,0.0000,0.0000,0.0148,0.0094,0.0196,1.9323,0.0839,0.4760,0.0151,0.0080
1,WEEKDAY,3,0.0034,0.0000,0.0429,0.0115,0.2115,1.9388,0.0839,0.4772,0.0182,0.0179
1,WEEKDAY,4,0.0047,0.0329,0.0488,0.0182,0.6201,1.9570,0.0839,0.4846,0.0299,0.0603
1,WEEKDAY,5,0.0000,0.0000,0.0015,0.0330,0.8450,2.0646,0.0839,0.6430,0.0486,0.0986
1,WEEKDAY,6,0.0341,0.2757,0.3667,0.0426,0.9256,2.0626,0.0839,0.8299,0.0689,0.1319
1,WEEKDAY,7,0.0344,0.3691,0.3883,0.0453,0.9462,2.0449,0.0839,1.2583,0.0906,0.1573
1,WEEKDAY,8,0.0344,0.3226,0.4666,0.0451,0.9484,2.0127,0.0000,1.3563,0.1054,0.1636
1,WEEKDAY,9,0.0343,0.3790,0.4768,0.0444,0.9484,2.1000,0.0000,1.3591,0.1115,0.1641
1,WEEKDAY,10,0.0342,0.3904,0.4790,0.0436,0.9481,2.1218,0.0000,1.3591,0.1126,0.1641
1,WEEKDAY,11,0.0337,0.4541,0.4833,0.0432,0.9443,2.1557,0.0000,1.3591,0.1127,0.1641
1,WEEKDAY,12,0.0330,0.5043,0.4832,0.0431,0.9212,2.2795,0.0000,1.3591,0.1127,0.1641
1,WEEKDAY,13,0.0321,0.5573,0.4820,0.0426,0.8461,2.3150,0.0000,1.4928,0.1127,0.1641
1,WEEKDAY,14,0.0314,0.5890,0.4816,0.0431,0.7432,2.4313,0.0000,1.4909,0.1127,0.1641
1,WEEKDAY,15,0.0306,0.5795,0.4783,0.0437,0.6675,2.4600,0.0000,1.4816,0.1127,0.1641
1,WEEKDAY,16,0.0308,0.5143,0.4696,0.0447,0.6255,2.3907,0.0000,1.5472,0.1125,0.1633
1,WEEKDAY,17,0.0315,0.4529,0.4671,0.0452,0.6006,2.3758,0.0839,1.5563,0.1111,0.1567
1,WEEKDAY,18,0.0322,0.3948,0.4656,0.0456,0.5826,2.2586,0.1284,1.6235,0.1054,0.1390
1,WEEKDAY,19,0.0329,0.3593,0.4457,0.0436,0.5698,2.2160,0.1284,1.5933,0.0933,0.1104
1,WEEKDAY,20,0.0333,0.3378,0.3665,0.0382,0.5502,2.1815,0.1284,1.4315,0.0764,0.0823
1,WEEKDAY,21,0.0336,0.3215,0.3649,0.0275,0.5234,2.0663,0.1284,1.3755,0.0607,0.0597
1,WEEKDAY,22,0.0339,0.2437,0.3455,0.0155,0.4804,2.0504,0.1284,1.2828,0.0449,0.0421
1,WEEKDAY,23,0.0000,0.0000,0.0000,0.0099,0.4025,1.9422,0.1284,0.4761,0.0315,0.0298
1,SATURDAY,0,0.0000,0.0000,0.0000,0.0091,0.2632,1.9300,0.0839,0.4759,0.0213,0.0192
1,SATURDAY,1,0.0000,0.0000,0.0082,0.0091,0.0352,1.9292,0.0839,0.4759,0.0156,0.0092
1,SATURDAY,2,0.0000,0.0000,0.0082,0.0094,0.0196,1.9323,0.0839,0.4760,0.0151,0.0080
1,SATURDAY,3,0.0000,0.0000,0.0082,0.0115,0.2115,1.9388,0.0839,0.4772,0.0182,0.0179
1,SATURDAY,4,0.0000,0.0000,0.0082,0.0182,0.6201,1.9570,0.0839,0.4846,0.0299,0.0603
1,SATURDAY,5,0.0000,0.0000,0.0000,0.0330,0.8450,2.0646,0.0839,0.6430,0.0486,0.0986
1,SATURDAY,6,0.0344,0.2668,0.3675,0.0426,0.9256,2.0626,0.0839,0.8299,0.0689,0.1319
1,SATURDAY,7,0.0343,0.3799,0.3904,0.0453,0.9462,2.0449,0.0839,1.2583,0.0906,0.1573
1,SATURDAY,8,0.0344,0.3191,0.4652,0.0451,0.9484,2.0127,0.0000,1.3563,0.1054,0.1636
1,SATURDAY,9,0.0342,0.3586,0.4712,0.0444,0.9484,2.1000,0.0000,1.3591,0.1115,0.1641
1,SATURDAY,10,0.0343,0.3577,0.4730,0.0436,0.9481,2.1218,0.0000,1.3591,0.1126,0.1641
1,SATURDAY,11,0.0340,0.3852,0.4750,0.0432,0.9443,2.1557,0.0000,1.3591,0.1127,0.1641
1,SATURDAY,12,0.0336,0.3944,0.4742,0.0431,0.9212,2.2795,0.0000,1.3591,0.1127,0.1641
1,SATURDAY,13,0.0330,0.4517,0.4794,0.0426,0.8461,2.3150,0.0000,1.4928,0.1127,0.1641
1,SATURDAY,14,0.0328,0.4736,0.4793,0.0431,0.7432,2.4313,0.0000,1.4909,0.1127,0.1641
1,SATURDAY,15,0.0320,0.4616,0.4751,0.0437,0.6675,2.4600,0.0000,1.4816,0.1127,0.1641
1,SATURDAY,16,0.0322,0.4118,0.4679,0.0447,0.6255,2.3907,0.0000,1.5472,0.1125,0.1633
1,SATURDAY,17,0.0328,0.3785,0.4660,0.0452,0.6006,2.3758,0.0839,1.5563,0.1111,0.1567
1,SATURDAY,18,0.0330,0.3561,0.4648,0.0456,0.5826,2.2586,0.1284,1.6235,0.1054,0.1390
1,SATURDAY,19,0.0333,0.3390,0.4283,0.0436,0.5698,2.2160,0.1284,1.5933,0.0933,0.1104
1,SATURDAY,20,0.0337,0.3239,0.3659,0.0382,0.5502,2.1815,0.1284,1.4315,0.0764,0.0823
1,SATURDAY,21,0.0339,0.3133,0.3645,0.0275,0.5234,2.0663,0.1284,1.3755,0.0607,0.0597
1,SATURDAY,22,0.0340,0.2416,0.3455,0.0155,0.4804,2.0504,0.1284,1.2828,0.0449,0.0421
1,SATURDAY,23,0.0000,0.0000,0.0000,0.0099,0.4025,1.9422,0.1284,0.4761,0.0315,0.0298
1,SUNDAY,0,0.0000,0.0000,0.0000,0.0091,0.2316,1.9295,0.0839,0.4759,0.0207,0.0182
1,SUNDAY,1,0.0000,0.0000,0.0082,0.0091,0.0156,1.9282,0.0839,0.4759,0.0149,0.0080
1,SUNDAY,2,0.0000,0.0000,0.0163,0.0094,0.1564,1.9327,0.0839,0.4764,0.0156,0.0137
1,SUNDAY,3,0.0000,0.0000,0.0082,0.0115,0.5339,1.9452,0.0839,0.4802,0.0256,0.0560
1,SUNDAY,4,0.0093,0.0000,0.0813,0.0182,0.7917,1.9653,0.0839,0.4932,0.0412,0.0944
1,SUNDAY,5,0.0000,0.0000,0.0000,0.0330,0.9055,2.0749,0.0839,0.6843,0.0606,0.1307
1,SUNDAY,6,0.0334,0.3174,0.3663,0.0426,0.9429,2.0770,0.0839,0.9221,0.0831,0.1568
1,SUNDAY,7,0.0344,0.3613,0.3874,0.0453,0.9482,2.0561,0.0839,1.2894,0.1011,0.1635
1,SUNDAY,8,0.0345,0.3179,0.4656,0.0451,0.9484,2.0197,0.0000,1.3591,0.1101,0.1641
1,SUNDAY,9,0.0344,0.3578,0.4739,0.0444,0.9484,2.1041,0.0000,1.3591,0.1124,0.1641
1,SUNDAY,10,0.0343,0.3916,0.4813,0.0436,0.9478,2.1233,0.0000,1.3591,0.1127,0.1641
1,SUNDAY,11,0.0342,0.4132,0.4842,0.0432,0.9431,2.1558,0.0000,1.3591,0.1127,0.1641
1,SUNDAY,12,0.0341,0.4459,0.4846,0.0431,0.9196,2.2795,0.0000,1.3591,0.1127,0.1641
1,SUNDAY,13,0.0333,0.4949,0.4859,0.0426,0.8412,2.3150,0.0000,1.4928,0.1127,0.1641
1,SUNDAY,14,0.0332,0.4934,0.4819,0.0431,0.7335,2.4313,0.0000,1.4909,0.1127,0.1641
1,SUNDAY,15,0.0324,0.4995,0.4792,0.0437,0.6542,2.4600,0.0000,1.4816,0.1127,0.1641
1,SUNDAY,16,0.0327,0.4161,0.4690,0.0447,0.6102,2.3906,0.0000,1.5472,0.1125,0.1633
1,SUNDAY,17,0.0331,0.3714,0.4662,0.0452,0.5840,2.3758,0.0839,1.5563,0.1111,0.1567
1,SUNDAY,18,0.0333,0.3332,0.4647,0.0456,0.5652,2.2586,0.1284,1.6235,0.1054,0.1390
1,SUNDAY,19,0.0337,0.3208,0.4484,0.0436,0.5518,2.2160,0.1284,1.5918,0.0933,0.1103
1,SUNDAY,20,0.0339,0.3154,0.3658,0.0382,0.5313,2.1813,0.1284,1.4235,0.0763,0.0820
1,SUNDAY,21,0.0340,0.3085,0.3643,0.0275,0.5033,2.0653,0.1284,1.3724,0.0603,0.0583
1,SUNDAY,22,0.0342,0.2415,0.3455,0.0155,0.4588,2.0493,0.1284,1.2825,0.0445,0.0413
1,SUNDAY,23,0.0000,0.0000,0.0000,0.0099,0.3779,1.9418,0.1284,0.4761,0.0311,0.0290
1,HOLIDAY,0,0.0000,0.0000,0.0000,0.0091,0.2632,1.9300,0.0839,0.4759,0.0213,0.0192
1,HOLIDAY,1,0.0000,0.0000,0.0000,0.0091,0.0352,1.9292,0.0839,0.4759,0.0156,0.0092
1,HOLIDAY,2,0.0000,0.0000,0.0000,0.0094,0.0196,1.9323,0.0839,0.4760,0.0151,0.0080
1,HOLIDAY,3,0.0000,0.0000,0.0000,0.0115,0.2115,1.9388,0.0839,0.4772,0.0182,0.0179
1,HOLIDAY,4,0.0000,0.0000,0.0000,0.0182,0.6201,1.9570,0.0839,0.4846,0.0299,0.0603
1,HOLIDAY,5,0.0000,0.0000,0.0000,0.0330,0.8450,2.0646,0.0839,0.6430,0.0486,0.0986
1,HOLIDAY,6,0.0338,0.3205,0.3668,0.0426,0.9256,2.0626,0.0839,0.8299,0.0689,0.1319
1,HOLIDAY,7,0.0339,0.4000,0.3868,0.0453,0.9462,2.0449,0.0839,1.2583,0.0906,0.1573
1,HOLIDAY,8,0.0343,0.3099,0.4619,0.0451,0.9484,2.0127,0.0000,1.3563,0.1054,0.1636
1,HOLIDAY,9,0.0340,0.3492,0.4641,0.0444,0.9484,2.1000,0.0000,1.3591,0.1115,0.1641
1,HOLIDAY,10,0.0342,0.3208,0.4637,0.0436,0.9481,2.1218,0.0000,1.3591,0.1126,0.1641
1,HOLIDAY,11,0.0336,0.3925,0.4654,0.0432,0.9443,2.1557,0.0000,1.3591,0.1127,0.1641
1,HOLIDAY,12,0.0333,0.4303,0.4647,0.0431,0.9212,2.2795,0.0000,1.3591,0.1127,0.1641
1,HOLIDAY,13,0.0328,0.4730,0.4653,0.0426,0.8461,2.3150,0.0000,1.4928,0.1127,0.1641
1,HOLIDAY,14,0.0326,0.5106,0.4643,0.0431,0.7432,2.4313,0.0000,1.4909,0.1127,0.1641
1,HOLIDAY,15,0.0329,0.5253,0.4638,0.0437,0.6675,2.4600,0.0000,1.4816,0.1127,0.1641
1,HOLIDAY,16,0.0326,0.4669,0.4628,0.0447,0.6255,2.3907,0.0000,1.5472,0.1125,0.1633
1,HOLIDAY,17,0.0328,0.4362,0.4626,0.0452,0.6006,2.3758,0.0839,1.5563,0.1111,0.1567
1,HOLIDAY,18,0.0331,0.3711,0.4620,0.0456,0.5826,2.2586,0.1284,1.6235,0.1054,0.1390
1,HOLIDAY,19,0.0334,0.3327,0.4464,0.0436,0.5698,2.2160,0.1284,1.5933,0.0933,0.1104
1,HOLIDAY,20,0.0337,0.3163,0.3641,0.0382,0.5502,2.1815,0.1284,1.4315,0.0764,0.0823
1,HOLIDAY,21,0.0339,0.3036,0.3625,0.0275,0.5234,2.0663,0.1284,1.3755,0.0607,0.0597
1,HOLIDAY,22,0.0340,0.2417,0.3455,0.0155,0.4804,2.0504,0.1284,1.2828,0.0449,0.0421
1,HOLIDAY,23,0.0000,0.0000,0.0000,0.0099,0.4025,1.9422,0.1284,0.4761,0.0315,0.0298
2,WEEKDAY,0,0.0000,0.0000,0.0000,0.0092,0.2632,1.9815,0.0839,0.4759,0.0213,0.0192
2,WEEKDAY,1,0.0000,0.0000,0.0034,0.0092,0.0352,1.9788,0.0839,0.4759,0.0156,0.0092
2,WEEKDAY,2,0.0000,0.0000,0.0069,0.0095,0.0196,1.9783,0.0839,0.4760,0.0151,0.0080
2,WEEKDAY,3,0.0000,0.0000,0.0086,0.0117,0.2115,1.9829,0.0839,0.4772,0.0182,0.0179
2,WEEKDAY,4,0.0000,0.0000,0.0017,0.0185,0.6201,2.0010,0.0839,0.4846,0.0299,0.0603
2,WEEKDAY,5,0.0000,0.0000,0.0000,0.0335,0.8450,2.1082,0.0839,0.6430,0.0486,0.0986
2,WEEKDAY,6,0.0342,0.2965,0.3685,0.0432,0.9256,2.1036,0.0839,0.8299,0.0689,0.1319
2,WEEKDAY,7,0.0342,0.3847,0.3995,0.0460,0.9462,2.0842,0.0000,1.2583,0.0906,0.1573
2,WEEKDAY,8,0.0342,0.3435,0.4706,0.0458,0.9484,2.0719,0.0000,1.3563,0.1054,0.1636
2,WEEKDAY,9,0.0337,0.4392,0.4786,0.0451,0.9484,2.1809,0.0000,1.3591,0.1115,0.1641
2,WEEKDAY,10,0.0337,0.4446,0.4795,0.0443,0.9481,2.2086,0.0000,1.3591,0.1126,0.1641
2,WEEKDAY,11,0.0328,0.5472,0.4831,0.0439,0.9443,2.2370,0.0000,1.3591,0.1127,0.1641
2,WEEKDAY,12,0.0319,0.6114,0.4826,0.0437,0.9212,2.3589,0.0000,1.3591,0.1127,0.1641
2,WEEKDAY,13,0.0307,0.7013,0.4855,0.0433,0.8461,2.3906,0.0000,1.4928,0.1127,0.1641
2,WEEKDAY,14,0.0295,0.7226,0.4823,0.0437,0.7432,2.5030,0.0000,1.4909,0.1127,0.1641
2,WEEKDAY,15,0.0286,0.7254,0.4807,0.0443,0.6675,2.5294,0.0000,1.4816,0.1127,0.1641
2,WEEKDAY,16,0.0284,0.6784,0.4745,0.0454,0.6255,2.4589,0.0000,1.5472,0.1125,0.1633
2,WEEKDAY,17,0.0293,0.5977,0.4696,0.0459,0.6006,2.4594,0.0000,1.5563,0.1111,0.1567
2,WEEKDAY,18,0.0304,0.5045,0.4677,0.0463,0.5826,2.3325,0.1284,1.6235,0.1054,0.1390
2,WEEKDAY,19,0.0315,0.4286,0.4513,0.0443,0.5698,2.2903,0.1284,1.5933,0.0933,0.1104
2,WEEKDAY,20,0.0324,0.3788,0.3681,0.0387,0.5502,2.2512,0.1284,1.4315,0.0764,0.0823
2,WEEKDAY,21,0.0329,0.3535,0.3665,0.0279,0.5234,2.1285,0.1284,1.3755,0.0607,0.0597
2,WEEKDAY,22,0.0334,0.2580,0.3455,0.0157,0.4804,2.1092,0.1284,1.2828,0.0449,0.0421
2,WEEKDAY,23,0.0000,0.0000,0.0000,0.0100,0.4025,1.9940,0.1284,0.4761,0.0315,0.0298
2,SATURDAY,0,0.0000,0.0000,0.0000,0.0092,0.2632,1.9815,0.0839,0.4759,0.0213,0.0192
2,SATURDAY,1,0.0000,0.0000,0.0082,0.0092,0.0352,1.9788,0.0839,0.4759,0.0156,0.0092
2,SATURDAY,2,0.0000,0.0000,0.0082,0.0095,0.0196,1.9783,0.0839,0.4760,0.0151,0.0080
2,SATURDAY,3,0.0000,0.0000,0.0082,0.0117,0.2115,1.9829,0.0839,0.4772,0.0182,0.0179
2,SATURDAY,4,0.0000,0.0000,0.0082,0.0185,0.6201,2.0010,0.0839,0.4846,0.0299,0.0603
2,SATURDAY,5,0.0000,0.0000,0.0000,0.0335,0.8450,2.1082,0.0839,0.6430,0.0486,0.0986
2,SATURDAY,6,0.0338,0.3289,0.3676,0.0432,0.9256,2.1036,0.0839,0.8299,0.0689,0.1319
2,SATURDAY,7,0.0343,0.3710,0.3894,0.0460,0.9462,2.0842,0.0000,1.2583,0.0906,0.1573
2,SATURDAY,8,0.0342,0.3319,0.4680,0.0458,0.9484,2.0719,0.0000,1.3563,0.1054,0.1636
2,SATURDAY,9,0.0337,0.4356,0.4759,0.0451,0.9484,2.1809,0.0000,1.3591,0.1115,0.1641
2,SATURDAY,10,0.0341,0.4137,0.4784,0.0443,0.9481,2.2086,0.0000,1.3591,0.1126,0.1641
2,SATURDAY,11,0.0335,0.4960,0.4817,0.0439,0.9443,2.2370,0.0000,1.3591,0.1127,0.1641
2,SATURDAY,12,0.0328,0.5396,0.4812,0.0437,0.9212,2.3589,0.0000,1.3591,0.1127,0.1641
2,SATURDAY,13,0.0320,0.6177,0.4847,0.0433,0.8461,2.3906,0.0000,1.4928,0.1127,0.1641
2,SATURDAY,14,0.0312,0.6290,0.4812,0.0437,0.7432,2.5030,0.0000,1.4909,0.1127,0.1641
2,SATURDAY,15,0.0307,0.6211,0.4790,0.0443,0.6675,2.5294,0.0000,1.4816,0.1127,0.1641
2,SATURDAY,16,0.0305,0.5645,0.4735,0.0454,0.6255,2.4589,0.0000,1.5472,0.1125,0.1633
2,SATURDAY,17,0.0313,0.4868,0.4679,0.0459,0.6006,2.4594,0.0000,1.5563,0.1111,0.1567
2,SATURDAY,18,0.0319,0.4153,0.4663,0.0463,0.5826,2.3325,0.1284,1.6235,0.1054,0.1390
2,SATURDAY,19,0.0326,0.3704,0.4499,0.0443,0.5698,2.2903,0.1284,1.5933,0.0933,0.1104
2,SATURDAY,20,0.0330,0.3541,0.3671,0.0387,0.5502,2.2512,0.1284,1.4315,0.0764,0.0823
2,SATURDAY,21,0.0334,0.3359,0.3655,0.0279,0.5234,2.1285,0.1284,1.3755,0.0607,0.0597
2,SATURDAY,22,0.0338,0.2480,0.3455,0.0157,0.4804,2.1092,0.1284,1.2828,0.0449,0.0421
2,SATURDAY,23,0.0000,0.0000,0.0000,0.0100,0.4025,1.9940,0.1284,0.4761,0.0315,0.0298
2,SUNDAY,0,0.0000,0.0000,0.0000,0.0092,0.2316,1.9810,0.0839,0.4759,0.0207,0.0182
2,SUNDAY,1,0.0000,0.0000,0.0000,0.0092,0.0156,1.9778,0.0839,0.4759,0.0149,0.0080
2,SUNDAY,2,0.0000,0.0000,0.0082,0.0095,0.1564,1.9787,0.0839,0.4764,0.0156,0.0137
2,SUNDAY,3,0.0000,0.0000,0.0000,0.0117,0.5339,1.9893,0.0839,0.4802,0.0256,0.0560
2,SUNDAY,4,0.0000,0.0000,0.0000,0.0185,0.7917,2.0093,0.0839,0.4932,0.0412,0.0944
2,SUNDAY,5,0.0000,0.0000,0.0000,0.0335,0.9055,2.1185,0.0839,0.6843,0.0606,0.1307
2,SUNDAY,6,0.0352,0.2068,0.3675,0.0432,0.9429,2.1179,0.0839,0.9221,0.0831,0.1568
2,SUNDAY,7,0.0343,0.3787,0.4299,0.0460,0.9482,2.0954,0.0000,1.2894,0.1011,0.1635
2,SUNDAY,8,0.0343,0.3476,0.4722,0.0458,0.9484,2.0788,0.0000,1.3591,0.1101,0.1641
2,SUNDAY,9,0.0339,0.4413,0.4833,0.0451,0.9484,2.1850,0.0000,1.3591,0.1124,0.1641
2,SUNDAY,10,0.0340,0.4650,0.4876,0.0443,0.9478,2.2101,0.0000,1.3591,0.1127,0.1641
2,SUNDAY,11,0.0331,0.5702,0.4914,0.0439,0.9431,2.2371,0.0000,1.3591,0.1127,0.1641
2,SUNDAY,12,0.0320,0.6198,0.4875,0.0437,0.9196,2.3589,0.0000,1.3591,0.1127,0.1641
2,SUNDAY,13,0.0306,0.7237,0.4917,0.0433,0.8412,2.3906,0.0000,1.4928,0.1127,0.1641
2,SUNDAY,14,0.0294,0.7610,0.4905,0.0437,0.7335,2.5030,0.0000,1.4909,0.1127,0.1641
2,SUNDAY,15,0.0278,0.7621,0.4881,0.0443,0.6542,2.5294,0.0000,1.4816,0.1127,0.1641
2,SUNDAY,16,0.0280,0.6863,0.4782,0.0454,0.6102,2.4589,0.0000,1.5472,0.1125,0.1633
2,SUNDAY,17,0.0294,0.5760,0.4707,0.0459,0.5840,2.4594,0.0000,1.5563,0.1111,0.1567
2,SUNDAY,18,0.0305,0.4812,0.4683,0.0463,0.5652,2.3324,0.1284,1.6235,0.1054,0.1390
2,SUNDAY,19,0.0316,0.4123,0.4518,0.0443,0.5518,2.2903,0.1284,1.5918,0.0933,0.1103
2,SUNDAY,20,0.0324,0.3742,0.3686,0.0387,0.5313,2.2510,0.1284,1.4235,0.0763,0.0820
2,SUNDAY,21,0.0330,0.3476,0.3668,0.0279,0.5033,2.1275,0.1284,1.3724,0.0603,0.0583
2,SUNDAY,22,0.0335,0.2512,0.3455,0.0157,0.4588,2.1081,0.1284,1.2825,0.0445,0.0413
2,SUNDAY,23,0.0000,0.0000,0.0000,0.0100,0.3779,1.9935,0.1284,0.4761,0.0311,0.0290
2,HOLIDAY,0,0.0000,0.0000,0.0000,0.0092,0.2632,1.9815,0.0839,0.4759,0.0213,0.0192
2,HOLIDAY,1,0.0000,0.0000,0.0000,0.0092,0.0352,1.9788,0.0839,0.4759,0.0156,0.0092
2,HOLIDAY,2,0.0000,0.0000,0.0000,0.0095,0.0196,1.9783,0.0839,0.4760,0.0151,0.0080
2,HOLIDAY,3,0.0000,0.0000,0.0000,0.0117,0.2115,1.9829,0.0839,0.4772,0.0182,0.0179
2,HOLIDAY,4,0.0000,0.0000,0.0000,0.0185,0.6201,2.0010,0.0839,0.4846,0.0299,0.0603
2,HOLIDAY,5,0.0000,0.0000,0.0000,0.0335,0.8450,2.1082,0.0839,0.6430,0.0486,0.0986
2,HOLIDAY,6,0.0334,0.3239,0.3674,0.0432,0.9256,2.1036,0.0839,0.8299,0.0689,0.1319
2,HOLIDAY,7,0.0345,0.3655,0.3907,0.0460,0.9462,2.0842,0.0000,1.2583,0.0906,0.1573
2,HOLIDAY,8,0.0345,0.3126,0.4640,0.0458,0.9484,2.0719,0.0000,1.3563,0.1054,0.1636
2,HOLIDAY,9,0.0343,0.3404,0.4688,0.0451,0.9484,2.1809,0.0000,1.3591,0.1115,0.1641
2,HOLIDAY,10,0.0343,0.3417,0.4694,0.0443,0.9481,2.2086,0.0000,1.3591,0.1126,0.1641
2,HOLIDAY,11,0.0343,0.3693,0.4725,0.0439,0.9443,2.2370,0.0000,1.3591,0.1127,0.1641
2,HOLIDAY,12,0.0341,0.4028,0.4718,0.0437,0.9212,2.3589,0.0000,1.3591,0.1127,0.1641
2,HOLIDAY,13,0.0332,0.4957,0.4815,0.0433,0.8461,2.3906,0.0000,1.4928,0.1127,0.1641
2,HOLIDAY,14,0.0327,0.4947,0.4771,0.0437,0.7432,2.5030,0.0000,1.4909,0.1127,0.1641
2,HOLIDAY,15,0.0330,0.4769,0.4711,0.0443,0.6675,2.5294,0.0000,1.4816,0.1127,0.1641
2,HOLIDAY,16,0.0325,0.4252,0.4679,0.0454,0.6255,2.4589,0.0000,1.5472,0.1125,0.1633
2,HOLIDAY,17,0.0328,0.3759,0.4657,0.0459,0.6006,2.4594,0.0000,1.5563,0.1111,0.1567
2,HOLIDAY,18,0.0333,0.3401,0.4646,0.0463,0.5826,2.3325,0.1284,1.6235,0.1054,0.1390
2,HOLIDAY,19,0.0336,0.3237,0.4487,0.0443,0.5698,2.2903,0.1284,1.5933,0.0933,0.1104
2,HOLIDAY,20,0.0338,0.3194,0.3662,0.0387,0.5502,2.2512,0.1284,1.4315,0.0764,0.0823
2,HOLIDAY,21,0.0339,0.3101,0.3643,0.0279,0.5234,2.1285,0.1284,1.3755,0.0607,0.0597
2,HOLIDAY,22,0.0341,0.2416,0.3455,0.0157,0.4804,2.1092,0.1284,1.2828,0.0449,0.0421
